id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户
4696700772420662,KEzCZa9IW,第一次发现食堂有好吃的，和宝一起吃了很多很多，都很好吃，除了奇奇怪怪的饮料！        ★昨天给自己做了美甲，只涂了两个，好耶非常漂亮，很很的喜欢了        ★一中第一次提前放学，很开心本来在难过放学和好朋友玩重新获得了快乐        ★马上就要放假了，不出意外的话当天就要飞去重庆，好耶,,,2021-10-27,新版微博 weibo.com,0,0,0,,,True
4696699303628934,KEzACfe3c,把米粒牛的，做了机器人爸爸爸爸和机器人宝宝，机器人妈妈还有蓝色头发呢 ,,,2021-10-26,新版微博 weibo.com,0,0,0,,,True
4696699211352456,KEzAt5FPO,秋老虎果然名副其实，热死和晒死了 ,,,2021-10-26,新版微博 weibo.com,0,0,0,,,True
4696699144244710,KEzAmhOf4,好久没出去旅游了，想广东的美食，想内蒙古的美景，想山上的自由放荡 ,,,2021-10-26,新版微博 weibo.com,0,0,0,,,True
4696700772420662,KEzCZa9IW,第一次发现食堂有好吃的，和宝一起吃了很多很多，都很好吃，除了奇奇怪怪的饮料！        ★昨天给自己做了美甲，只涂了两个，好耶非常漂亮，很很的喜欢了        ★一中第一次提前放学，很开心本来在难过放学和好朋友玩重新获得了快乐        ★马上就要放假了，不出意外的话当天就要飞去重庆，好耶,,,2021-10-27,新版微博 weibo.com,0,0,0,,,True
4696699303628934,KEzACfe3c,把米粒牛的，做了机器人爸爸爸爸和机器人宝宝，机器人妈妈还有蓝色头发呢 ,,,2021-10-26,新版微博 weibo.com,0,0,0,,,True
4696699211352456,KEzAt5FPO,秋老虎果然名副其实，热死和晒死了 ,,,2021-10-26,新版微博 weibo.com,0,0,0,,,True
4696699144244710,KEzAmhOf4,好久没出去旅游了，想广东的美食，想内蒙古的美景，想山上的自由放荡 ,,,2021-10-26,新版微博 weibo.com,0,0,0,,,True
4840719736640781,Mh5iZrRzn,但对于其他人来说不要去刻意的会议曾经的痛苦，因为真的会对自己造成二次伤害 ,,,2022-11-28,微博网页版,0,0,0,,,True
4840719665074404,Mh5iSli5e,一开始想简述曾经对自己造成影响的一些事件，根据曾经历过的困难与痛苦作为例子帮助其他人，但没想到在这个过程中陷入到了不好的情绪当中，但还好之后又自我调节过来了 ,,,2022-11-28,微博网页版,0,0,0,,,True
4833952004572154,Meffijbqq,现在起床是省内游，客厅是国内游，要是出门到个垃圾就是出国游了，哈哈哈哈 ,,,2022-11-09,微博网页版,0,0,0,,,True
4833951959746003,MeffdETnB,连续几天连轴转，每天都有做不完的事情，真的好累希望水逆快走 ,,,2022-11-09,微博网页版,0,0,0,,,True
4828889006476895,Mc7xaraW3,现在起床是省内游，客厅是国内游，要是出门到个垃圾就是出国游了，哈哈哈哈 ,,,2022-10-26,微博网页版,0,0,0,,,True
4828888955884046,Mc7x5oGHY,连续几天连轴转，每天都有做不完的事情，真的好累希望水逆快走 ,,,2022-10-26,微博网页版,0,0,0,,,True
4822631952682217,M9uL9bfLz,现在起床是省内游，客厅是国内游，要是出门到个垃圾就是出国游了，哈哈哈哈 ,,,2022-10-09,微博网页版,0,0,0,,,True
4822631754500503,M9uKPiSML,连续几天连轴转，每天都有做不完的事情，真的好累希望水逆快走 ,,,2022-10-09,微博网页版,0,0,0,,,True
4814678952514638,M69RJayaG,连续几天连轴转，每天都有做不完的事情，真的好累希望水逆快走 ,,,2022-09-17,微博网页版,0,0,0,,,True
4814678893794201,M69RDfV2N,夏日已过，秋天来了，希望接下来平安顺遂。 ,,,2022-09-17,微博网页版,0,0,0,,,True
4798688813122732,LFplvd6mE,连续几天连轴转，每天都有做不完的事情，真的好累希望水逆快走 ,,,2022-08-04,微博网页版,0,0,0,,,True
4798688671043888,LFplh4nyU,夏日时光，是空调加西瓜的季节 ,,,2022-08-04,微博网页版,0,0,0,,,True
4793327076248828,LD9RxqdBy,夏日时光，是空调加西瓜的季节 ,,,2022-07-20,微博网页版,0,0,0,,,True
4783191942497860,LyUcyatO4,今天也是超级开心的一天，耶！ ,,,2022-06-22,微博网页版,0,0,0,,,True
4783184203745131,LyU04fIhl,昨天给自己做了美甲，只涂了两个，好耶非常漂亮，很很的喜欢了 ,,,2022-06-22,微博网页版,0,1,0,,,True
4783173722703337,LyTJablgd,手牵手一步两步三步四步望着天，看星星一颗两颗三颗四颗连成线 ,,,2022-06-22,微博网页版,0,0,0,,,True
4783173424123666,LyTIGhiKK,夏日时光，是空调加西瓜的季节 ,,,2022-06-22,微博网页版,0,0,0,,,True
4775587430008505,LvInd02db,整个城市都热闹起来了，做梦一样的两个月 ,,,2022-06-01,微博网页版,0,0,0,,,True
4775587291860447,LvImZ7NZd,六一儿童节快乐 ,,,2022-06-01,微博网页版,0,0,0,,,True
4770531340191992,LtAQe0NWE,现在起床是省内游，客厅是国内游，要是出门到个垃圾就是出国游了，哈哈哈哈 ,,,2022-05-18,微博网页版,0,0,0,,,True
4770531175568442,LtAPXnmBA,初夏的季节，有微凉的风和满眼的翠绿，让人心情大好好想去个晚春游哦 ,,,2022-05-18,微博网页版,0,0,0,,,True
4764775823971128,Lrb78gF4s,今年是在家的五一假期，起床是省内游，客厅是国内游，要是出门到个垃圾就是出国游了，哈哈哈哈 ,,,2022-05-02,微博网页版,0,0,0,,,True
4764775303611262,Lrb6if9sa,初夏的季节，有微凉的风和满眼的翠绿，让人心情大好好想去个晚春游哦 ,,,2022-05-02,微博网页版,0,0,0,,,True
4755245517767336,LnbbFwADC,初夏的季节，有微凉的风和满眼的翠绿，让人心情大好好想去个晚春游哦 ,,,2022-04-06,微博网页版,0,0,0,,,True
4755228643821216,LnaKsg24w,好久没出去旅游了，想广东的美食，想内蒙古的美景，想山上的自由放荡 ,,,2022-04-06,微博网页版,0,0,0,,,True
4755228555744299,LnaKjo6lZ,春天开始了，是个大太阳，天气好，心情也好！ ,,,2022-04-06,微博网页版,0,0,0,,,True
4747726128943080,Lk1zCBwve,春天开始了，是个大太阳，天气好，心情也好！ ,,,2022-03-16,微博网页版,0,0,0,,,True
4747726091452610,Lk1zz65Tc,第一次发现食堂有好吃的，和宝一起吃了很多很多，都很好吃，除了奇奇怪怪的饮料！ ,,,2022-03-16,微博网页版,0,0,0,,,True
